ZONE T = " 0.00000E+00", I=  129, J=  256
 1.94426993E-02  8.04525487E-03  3.97971551E-02  8.59306691E-01 -1.40014797E+00 -6.58518064E-02
 2.01131372E-02  8.04525487E-03  4.10296251E-02  8.73127462E-01 -1.38690245E+00 -5.89223521E-02
 2.07835751E-02  8.04525487E-03  4.20321070E-02  8.81852224E-01 -1.37641884E+00 -5.46041853E-02
 2.14540130E-02  8.04525487E-03  4.28218750E-02  8.86054003E-01 -1.36833432E+00 -5.25398078E-02
 2.21244509E-02  8.04525487E-03  4.34169673E-02  8.86286101E-01 -1.36234052E+00 -5.24260615E-02
 2.27948888E-02  8.04525487E-03  4.38355099E-02  8.83070644E-01 -1.35817394E+00 -5.40045524E-02
 2.34653267E-02  8.04525487E-03  4.40952728E-02  8.76892579E-01 -1.35560797E+00 -5.70536052E-02
 2.41357646E-02  8.04525487E-03  4.42132941E-02  8.68195387E-01 -1.35444713E+00 -6.13825262E-02
 2.48062025E-02  8.04525487E-03  4.42056832E-02  8.57380492E-01 -1.35452189E+00 -6.68264020E-02
 2.54766404E-02  8.04525487E-03  4.40874773E-02  8.44807670E-01 -1.35568475E+00 -7.32421519E-02
 2.61470783E-02  8.04525487E-03  4.38725562E-02  8.30796395E-01 -1.35780706E+00 -8.05053966E-02
 2.68175162E-02  8.04525487E-03  4.35736505E-02  8.15628793E-01 -1.36077605E+00 -8.85074516E-02
 2.74879541E-02  8.04525487E-03  4.32023328E-02  7.99551983E-01 -1.36449280E+00 -9.71532954E-02
 2.81583920E-02  8.04525487E-03  4.27690624E-02  7.82781152E-01 -1.36887027E+00 -1.06359640E-01
 2.88288299E-02  8.04525487E-03  4.22832503E-02  7.65502764E-01 -1.37383164E+00 -1.16053237E-01
 2.94992678E-02  8.04525487E-03  4.17533192E-02  7.47877375E-01 -1.37930899E+00 -1.26169605E-01
 3.01697057E-02  8.04525487E-03  4.11867772E-02  7.30042504E-01 -1.38524219E+00 -1.36651854E-01
 3.08401437E-02  8.04525487E-03  4.05902948E-02  7.12115304E-01 -1.39157779E+00 -1.47449681E-01
 3.15105816E-02  8.04525487E-03  3.99697625E-02  6.94194725E-01 -1.39826843E+00 -1.58518691E-01
 3.21810195E-02  8.04525487E-03  3.93303877E-02  6.76364177E-01 -1.40527177E+00 -1.69819403E-01
 3.28514574E-02  8.04525487E-03  3.86767360E-02  6.58693067E-01 -1.41255018E+00 -1.81316907E-01
 3.35218953E-02  8.04525487E-03  3.80128109E-02  6.41238879E-01 -1.42007001E+00 -1.92980154E-01
 3.41923332E-02  8.04525487E-03  3.73421119E-02  6.24048742E-01 -1.42780112E+00 -2.04781488E-01
 3.48627711E-02  8.04525487E-03  3.66676752E-02  6.07160630E-01 -1.43571662E+00 -2.16696397E-01
 3.55332090E-02  8.04525487E-03  3.59921362E-02  5.90604818E-01 -1.44379238E+00 -2.28703015E-01
 3.62036469E-02  8.04525487E-03  3.53177712E-02  5.74404926E-01 -1.45200671E+00 -2.40781844E-01
 3.68740848E-02  8.04525487E-03  3.46465335E-02  5.58578805E-01 -1.46034021E+00 -2.52915547E-01
 3.75445227E-02  8.04525487E-03  3.39800966E-02  5.43139479E-01 -1.46877539E+00 -2.65088629E-01
 3.82149606E-02  8.04525487E-03  3.33198822E-02  5.28095803E-01 -1.47729654E+00 -2.77287284E-01
 3.88853985E-02  8.04525487E-03  3.26670925E-02  5.13453135E-01 -1.48588952E+00 -2.89499190E-01
 3.95558364E-02  8.04525487E-03  3.20227338E-02  4.99213850E-01 -1.49454160E+00 -3.01713374E-01
 4.02262743E-02  8.04525487E-03  3.13876403E-02  4.85377824E-01 -1.50324133E+00 -3.13920069E-01
 4.08967122E-02  8.04525487E-03  3.07624989E-02  4.71942904E-01 -1.51197839E+00 -3.26110540E-01
 4.15671501E-02  8.04525487E-03  3.01478669E-02  4.58905249E-01 -1.52074341E+00 -3.38276975E-01
 4.22375880E-02  8.04525487E-03  2.95441789E-02  4.46259496E-01 -1.52952808E+00 -3.50412530E-01
 4.29080259E-02  8.04525487E-03  2.89517794E-02  4.33999291E-01 -1.53832474E+00 -3.62510980E-01
 4.35784639E-02  8.04525487E-03  2.83709164E-02  4.22117227E-01 -1.54712664E+00 -3.74566923E-01
 4.42489018E-02  8.04525487E-03  2.78017686E-02  4.10605271E-01 -1.55592758E+00 -3.86575480E-01
 4.49193397E-02  8.04525487E-03  2.72444468E-02  3.99454799E-01 -1.56472201E+00 -3.98532357E-01
 4.55897776E-02  8.04525487E-03  2.66990006E-02  3.88656707E-01 -1.57350500E+00 -4.10433834E-01
 4.62602155E-02  8.04525487E-03  2.61654408E-02  3.78201743E-01 -1.58227194E+00 -4.22276474E-01
 4.69306534E-02  8.04525487E-03  2.56437241E-02  3.68080279E-01 -1.59101890E+00 -4.34057450E-01
 4.76010913E-02  8.04525487E-03  2.51337818E-02  3.58282730E-01 -1.59974216E+00 -4.45774126E-01
 4.82715292E-02  8.04525487E-03  2.46355074E-02  3.48799361E-01 -1.60843849E+00 -4.57424319E-01
 4.89419671E-02  8.04525487E-03  2.41487735E-02  3.39620534E-01 -1.61710492E+00 -4.69006060E-01
 4.96124050E-02  8.04525487E-03  2.36734290E-02  3.30736642E-01 -1.62573883E+00 -4.80517688E-01
 5.02828429E-02  8.04525487E-03  2.32093047E-02  3.22138193E-01 -1.63433787E+00 -4.91957781E-01
 5.09532808E-02  8.04525487E-03  2.27562150E-02  3.13815814E-01 -1.64289997E+00 -5.03325175E-01
 5.16237187E-02  8.04525487E-03  2.23139664E-02  3.05760357E-01 -1.65142323E+00 -5.14618823E-01
 5.22941566E-02  8.04525487E-03  2.18823537E-02  2.97962841E-01 -1.65990597E+00 -5.25837893E-01
 5.29645945E-02  8.04525487E-03  2.14611628E-02  2.90414467E-01 -1.66834675E+00 -5.36981754E-01
 5.36350324E-02  8.04525487E-03  2.10501756E-02  2.83106684E-01 -1.67674428E+00 -5.48049877E-01
 5.43054703E-02  8.04525487E-03  2.06491720E-02  2.76031198E-01 -1.68509736E+00 -5.59041830E-01
 5.49759082E-02  8.04525487E-03  2.02579242E-02  2.69179879E-01 -1.69340506E+00 -5.69957407E-01
 5.56463462E-02  8.04525487E-03  1.98762064E-02  2.62544888E-01 -1.70166650E+00 -5.80796434E-01
 5.63167841E-02  8.04525487E-03  1.95037925E-02  2.56118628E-01 -1.70988093E+00 -5.91558834E-01
 5.69872220E-02  8.04525487E-03  1.91404569E-02  2.49893745E-01 -1.71804770E+00 -6.02244615E-01
 5.76576599E-02  8.04525487E-03  1.87859739E-02  2.43863107E-01 -1.72616628E+00 -6.12853898E-01
 5.83280978E-02  8.04525487E-03  1.84401212E-02  2.38019841E-01 -1.73423623E+00 -6.23386838E-01
 5.89985357E-02  8.04525487E-03  1.81026775E-02  2.32357295E-01 -1.74225719E+00 -6.33843688E-01
 5.96689736E-02  8.04525487E-03  1.77734260E-02  2.26869064E-01 -1.75022885E+00 -6.44224720E-01
 6.03394115E-02  8.04525487E-03  1.74521517E-02  2.21548956E-01 -1.75815102E+00 -6.54530293E-01
 6.10098494E-02  8.04525487E-03  1.71386461E-02  2.16391032E-01 -1.76602349E+00 -6.64760742E-01
 6.16802873E-02  8.04525487E-03  1.68326993E-02  2.11389507E-01 -1.77384623E+00 -6.74916575E-01
 6.23507252E-02  8.04525487E-03  1.65341108E-02  2.06538871E-01 -1.78161916E+00 -6.84998202E-01
 6.30211631E-02  8.04525487E-03  1.62426827E-02  2.01833801E-01 -1.78934224E+00 -6.95006101E-01
 6.36916010E-02  8.04525487E-03  1.59582183E-02  1.97269131E-01 -1.79701560E+00 -7.04940869E-01
 6.43620389E-02  8.04525487E-03  1.56805310E-02  1.92839957E-01 -1.80463923E+00 -7.14802973E-01
 6.50324768E-02  8.04525487E-03  1.54094343E-02  1.88541507E-01 -1.81221330E+00 -7.24593025E-01
 6.57029147E-02  8.04525487E-03  1.51447484E-02  1.84369215E-01 -1.81973794E+00 -7.34311594E-01
 6.63733526E-02  8.04525487E-03  1.48862960E-02  1.80318662E-01 -1.82721335E+00 -7.43959324E-01
 6.70437905E-02  8.04525487E-03  1.46339073E-02  1.76385635E-01 -1.83463970E+00 -7.53536787E-01
 6.77142285E-02  8.04525487E-03  1.43874153E-02  1.72566058E-01 -1.84201722E+00 -7.63044621E-01
 6.83846664E-02  8.04525487E-03  1.41466562E-02  1.68855998E-01 -1.84934620E+00 -7.72483508E-01
 6.90551043E-02  8.04525487E-03  1.39114737E-02  1.65251706E-01 -1.85662686E+00 -7.81854048E-01
 6.97255422E-02  8.04525487E-03  1.36817132E-02  1.61749544E-01 -1.86385952E+00 -7.91156934E-01
 7.03959801E-02  8.04525487E-03  1.34572258E-02  1.58346034E-01 -1.87104446E+00 -8.00392809E-01
 7.10664180E-02  8.04525487E-03  1.32378665E-02  1.55037820E-01 -1.87818200E+00 -8.09562346E-01
 7.17368559E-02  8.04525487E-03  1.30234940E-02  1.51821675E-01 -1.88527249E+00 -8.18666222E-01
 7.24072938E-02  8.04525487E-03  1.28139713E-02  1.48694493E-01 -1.89231625E+00 -8.27705114E-01
 7.30777317E-02  8.04525487E-03  1.26091671E-02  1.45653308E-01 -1.89931360E+00 -8.36679648E-01
 7.37481696E-02  8.04525487E-03  1.24089505E-02  1.42695226E-01 -1.90626495E+00 -8.45590556E-01
 7.44186075E-02  8.04525487E-03  1.22131977E-02  1.39817502E-01 -1.91317061E+00 -8.54438462E-01
 7.50890454E-02  8.04525487E-03  1.20217855E-02  1.37017458E-01 -1.92003102E+00 -8.63224093E-01
 7.57594833E-02  8.04525487E-03  1.18345982E-02  1.34292560E-01 -1.92684648E+00 -8.71948046E-01
 7.64299212E-02  8.04525487E-03  1.16515198E-02  1.31640329E-01 -1.93361742E+00 -8.80611042E-01
 7.71003591E-02  8.04525487E-03  1.14724397E-02  1.29058400E-01 -1.94034421E+00 -8.89213722E-01
 7.77707970E-02  8.04525487E-03  1.12972504E-02  1.26544493E-01 -1.94702725E+00 -8.97756750E-01
 7.84412349E-02  8.04525487E-03  1.11258478E-02  1.24096417E-01 -1.95366689E+00 -9.06240758E-01
 7.91116728E-02  8.04525487E-03  1.09581298E-02  1.21712049E-01 -1.96026356E+00 -9.14666426E-01
 7.97821107E-02  8.04525487E-03  1.07939988E-02  1.19389360E-01 -1.96681763E+00 -9.23034377E-01
 8.04525487E-02  8.04525487E-03  1.06333587E-02  1.17126380E-01 -1.97332954E+00 -9.31345280E-01
 8.11229866E-02  8.04525487E-03  1.04761175E-02  1.14921227E-01 -1.97979964E+00 -9.39599747E-01
 8.17934245E-02  8.04525487E-03  1.03221861E-02  1.12772086E-01 -1.98622831E+00 -9.47798387E-01
 8.24638624E-02  8.04525487E-03  1.01714769E-02  1.10677197E-01 -1.99261598E+00 -9.55941849E-01
 8.31343003E-02  8.04525487E-03  1.00239052E-02  1.08634869E-01 -1.99896305E+00 -9.64030754E-01
 8.38047382E-02  8.04525487E-03  9.87938932E-03  1.06643474E-01 -2.00526990E+00 -9.72065715E-01
 8.44751761E-02  8.04525487E-03  9.73785075E-03  1.04701453E-01 -2.01153689E+00 -9.80047291E-01
 8.51456140E-02  8.04525487E-03  9.59921135E-03  1.02807280E-01 -2.01776445E+00 -9.87976129E-01
 8.58160519E-02  8.04525487E-03  1.20303796E-18  2.31658540E-17 -1.56535598E+01 -1.56535598E+01
 0.00000000E+00  8.71569277E-03  1.89339571E-18  3.67394510E-17 -1.56535598E+01 -1.56535598E+01
 6.70437905E-04  8.71569277E-03  4.23402812E-18  3.09764005E-17 -1.56535598E+01 -1.56535598E+01
 1.34087581E-03  8.71569277E-03  8.11207532E-18  1.47608486E-16 -1.56535598E+01 -1.56535598E+01
 2.01131372E-03  8.71569277E-03  4.12311011E-18  4.74520635E-17 -1.56535598E+01 -1.56535598E+01
 2.68175162E-03  8.71569277E-03  1.12332385E-18  6.29153620E-17 -1.56535598E+01 -1.56535598E+01
 3.35218953E-03  8.71569277E-03  6.67320622E-18  9.35555635E-17 -1.56535598E+01 -1.56535598E+01
 4.02262743E-03  8.71569277E-03  5.92367565E-18  2.03515967E-16 -1.56535598E+01 -1.56535598E+01
 4.69306534E-03  8.71569277E-03  4.64567351E-18  6.32955716E-17 -1.56535598E+01 -1.56535598E+01
 5.36350324E-03  8.71569277E-03  1.69365462E-18  4.54714931E-17 -1.56535598E+01 -1.56535598E+01
 6.03394115E-03  8.71569277E-03  1.14336140E-17  9.39778819E-17 -1.56535598E+01 -1.56535598E+01
 6.70437905E-03  8.71569277E-03  5.70362311E-18  2.01291002E-16 -1.56535598E+01 -1.56535598E+01
 7.37481696E-03  8.71569277E-03  4.83440678E-18  1.50864663E-16 -1.56535598E+01 -1.56535598E+01
 8.04525487E-03  8.71569277E-03  5.84735377E-18  1.88953798E-16 -1.56535598E+01 -1.56535598E+01
 8.71569277E-03  8.71569277E-03  7.19900054E-18  7.47456704E-17 -1.56535598E+01 -1.56535598E+01
 9.38613068E-03  8.71569277E-03  2.76965975E-18  6.20859104E-17 -1.56535598E+01 -1.56535598E+01
 1.00565686E-02  8.71569277E-03  3.77930163E-18  3.54032738E-17 -1.56535598E+01 -1.56535598E+01
 1.07270065E-02  8.71569277E-03  1.50794474E-03  4.01738468E-02 -2.82161457E+00 -1.39605658E+00
 1.13974444E-02  8.71569277E-03  4.41353035E-03  1.15405092E-01 -2.35521388E+00 -9.37775028E-01
 1.20678823E-02  8.71569277E-03  7.54466263E-03  1.93679350E-01 -2.12236018E+00 -7.12916682E-01
 1.27383202E-02  8.71569277E-03  1.08050298E-02  2.72403213E-01 -1.96637403E+00 -5.64787774E-01
 1.34087581E-02  8.71569277E-03  1.41039292E-02  3.49315033E-01 -1.85065988E+00 -4.56782724E-01
 1.40791960E-02  8.71569277E-03  1.73610371E-02  4.22569775E-01 -1.76042433E+00 -3.74101570E-01
 1.47496339E-02  8.71569277E-03  2.05090943E-02  4.90764806E-01 -1.68805352E+00 -3.09126589E-01
 1.54200718E-02  8.71569277E-03  2.34948700E-02  5.52922692E-01 -1.62902695E+00 -2.57335586E-01
 1.60905097E-02  8.71569277E-03  2.62788385E-02  6.08446394E-01 -1.58039383E+00 -2.15777678E-01
 1.67609476E-02  8.71569277E-03  2.88340433E-02  6.57060931E-01 -1.54009445E+00 -1.82394355E-01
 1.74313855E-02  8.71569277E-03  3.11444639E-02  6.98750137E-01 -1.50661914E+00 -1.55678094E-01
 1.81018234E-02  8.71569277E-03  3.32032132E-02  7.33696172E-01 -1.47881989E+00 -1.34483747E-01
 1.87722614E-02  8.71569277E-03  3.50107312E-02  7.62224983E-01 -1.45579882E+00 -1.17916821E-01
 1.94426993E-02  8.71569277E-03  3.65730938E-02  7.84759496E-01 -1.43683830E+00 -1.05263421E-01
 2.01131372E-02  8.71569277E-03  3.79005401E-02  8.01781803E-01 -1.42135460E+00 -9.59438044E-02
 2.07835751E-02  8.71569277E-03  3.90062056E-02  8.13803058E-01 -1.40886629E+00 -8.94806825E-02
 2.14540130E-02  8.71569277E-03  3.99050779E-02  8.21340571E-01 -1.39897184E+00 -8.54767244E-02
 2.21244509E-02  8.71569277E-03  4.06131651E-02  8.24901132E-01 -1.39133316E+00 -8.35981004E-02
 2.27948888E-02  8.71569277E-03  4.11468667E-02  8.24969750E-01 -1.38566323E+00 -8.35619760E-02
 2.34653267E-02  8.71569277E-03  4.15224639E-02  8.22001568E-01 -1.38171688E+00 -8.51273540E-02
 2.41357646E-02  8.71569277E-03  4.17557827E-02  8.16417765E-01 -1.37928337E+00 -8.80875537E-02
 2.48062025E-02  8.71569277E-03  4.18619271E-02  8.08603016E-01 -1.37818078E+00 -9.22646433E-02
 2.54766404E-02  8.71569277E-03  4.18551449E-02  7.98905628E-01 -1.37825115E+00 -9.75045191E-02
 2.61470783E-02  8.71569277E-03  4.17487117E-02  7.87637936E-01 -1.37935692E+00 -1.03673375E-01
 2.68175162E-02  8.71569277E-03  4.15548819E-02  7.75077835E-01 -1.38137795E+00 -1.10654683E-01
 2.74879541E-02  8.71569277E-03  4.12849033E-02  7.61471341E-01 -1.38420873E+00 -1.18346437E-01
 2.81583920E-02  8.71569277E-03  4.09490081E-02  7.47034477E-01 -1.38775661E+00 -1.26659354E-01
 2.88288299E-02  8.71569277E-03  4.05564731E-02  7.31956234E-01 -1.39193982E+00 -1.35514886E-01
 2.94992678E-02  8.71569277E-03  4.01156564E-02  7.16400865E-01 -1.39668610E+00 -1.44843898E-01
 3.01697057E-02  8.71569277E-03  3.96340606E-02  7.00510480E-01 -1.40193143E+00 -1.54585363E-01
 3.08401437E-02  8.71569277E-03  3.91183911E-02  6.84407338E-01 -1.40761902E+00 -1.64685343E-01
 3.15105816E-02  8.71569277E-03  3.85746246E-02  6.68196150E-01 -1.41369829E+00 -1.75096031E-01
 3.21810195E-02  8.71569277E-03  3.80080648E-02  6.51966006E-01 -1.42012424E+00 -1.85775048E-01
 3.28514574E-02  8.71569277E-03  3.74234081E-02  6.35792321E-01 -1.42685666E+00 -1.96684722E-01
 3.35218953E-02  8.71569277E-03  3.68247931E-02  6.19738384E-01 -1.43385968E+00 -2.07791605E-01
 3.41923332E-02  8.71569277E-03  3.62158641E-02  6.03857038E-01 -1.44110115E+00 -2.19065867E-01
 3.48627711E-02  8.71569277E-03  3.55998184E-02  5.88191981E-01 -1.44855222E+00 -2.30480901E-01
 3.55332090E-02  8.71569277E-03  3.49794434E-02  5.72778812E-01 -1.45618711E+00 -2.42013056E-01
 3.62036469E-02  8.71569277E-03  3.43571768E-02  5.57646397E-01 -1.46398253E+00 -2.53641099E-01
 3.68740848E-02  8.71569277E-03  3.37351234E-02  5.42817448E-01 -1.47191770E+00 -2.65346201E-01
 3.75445227E-02  8.71569277E-03  3.31151137E-02  5.28309729E-01 -1.47997375E+00 -2.77111392E-01
 3.82149606E-02  8.71569277E-03  3.24987164E-02  5.14136477E-01 -1.48813379E+00 -2.88921583E-01
 3.88853985E-02  8.71569277E-03  3.18872740E-02  5.00307147E-01 -1.49638261E+00 -3.00763293E-01
 3.95558364E-02  8.71569277E-03  3.12819369E-02  4.86828106E-01 -1.50470636E+00 -3.12624356E-01
 4.02262743E-02  8.71569277E-03  3.06836691E-02  4.73702830E-01 -1.51309271E+00 -3.24494021E-01
 4.08967122E-02  8.71569277E-03  3.00932842E-02  4.60932583E-01 -1.52153041E+00 -3.36362591E-01
 4.15671501E-02  8.71569277E-03  2.95114588E-02  4.48516693E-01 -1.53000932E+00 -3.48221389E-01
 4.22375880E-02  8.71569277E-03  2.89387442E-02  4.36452799E-01 -1.53852032E+00 -3.60062717E-01
 4.29080259E-02  8.71569277E-03  2.83755905E-02  4.24737272E-01 -1.54705509E+00 -3.71879627E-01
 4.35784639E-02  8.71569277E-03  2.78223518E-02  4.13365329E-01 -1.55560616E+00 -3.83665952E-01
 4.42489018E-02  8.71569277E-03  2.72792994E-02  4.02331272E-01 -1.56416679E+00 -3.95416210E-01
 4.49193397E-02  8.71569277E-03  2.67466347E-02  3.91628689E-01 -1.57273085E+00 -4.07125502E-01
 4.55897776E-02  8.71569277E-03  2.62244990E-02  3.81250626E-01 -1.58129280E+00 -4.18789434E-01
 4.62602155E-02  8.71569277E-03  2.57129777E-02  3.71189657E-01 -1.58984763E+00 -4.30404133E-01
 4.69306534E-02  8.71569277E-03  2.52121055E-02  3.61437964E-01 -1.59839088E+00 -4.41966233E-01
 4.76010913E-02  8.71569277E-03  2.47218843E-02  3.51987598E-01 -1.60691843E+00 -4.53472638E-01
 4.82715292E-02  8.71569277E-03  2.42422739E-02  3.42830354E-01 -1.61542665E+00 -4.64920733E-01
 4.89419671E-02  8.71569277E-03  2.37732116E-02  3.33958034E-01 -1.62391214E+00 -4.76308104E-01
 4.96124050E-02  8.71569277E-03  2.33146024E-02  3.25362315E-01 -1.63237199E+00 -4.87632750E-01
 5.02828429E-02  8.71569277E-03  2.28663342E-02  3.17034954E-01 -1.64080345E+00 -4.98892854E-01
 5.09532808E-02  8.71569277E-03  2.24282746E-02  3.08967731E-01 -1.64920413E+00 -5.10086876E-01
 5.16237187E-02  8.71569277E-03  2.20002745E-02  3.01152496E-01 -1.65757190E+00 -5.21213532E-01
 5.22941566E-02  8.71569277E-03  2.15821777E-02  2.93581294E-01 -1.66590474E+00 -5.32271620E-01
 5.29645945E-02  8.71569277E-03  2.11738105E-02  2.86246205E-01 -1.67420098E+00 -5.43260263E-01
 5.36350324E-02  8.71569277E-03  2.07749964E-02  2.79139544E-01 -1.68245904E+00 -5.54178635E-01
 5.43054703E-02  8.71569277E-03  2.03855491E-02  2.72253751E-01 -1.69067759E+00 -5.65026128E-01
 5.49759082E-02  8.71569277E-03  2.00052809E-02  2.65581492E-01 -1.69885535E+00 -5.75802193E-01
 5.56463462E-02  8.71569277E-03  1.96339969E-02  2.59115581E-01 -1.70699128E+00 -5.86506471E-01
 5.63167841E-02  8.71569277E-03  1.92715019E-02  2.52849048E-01 -1.71508444E+00 -5.97138677E-01
 5.69872220E-02  8.71569277E-03  1.89175991E-02  2.46775124E-01 -1.72313398E+00 -6.07698621E-01
 5.76576599E-02  8.71569277E-03  1.85720897E-02  2.40887222E-01 -1.73113923E+00 -6.18186237E-01
 5.83280978E-02  8.71569277E-03  1.82347769E-02  2.35178977E-01 -1.73909955E+00 -6.28601504E-01
 5.89985357E-02  8.71569277E-03  1.79054647E-02  2.29644225E-01 -1.74701440E+00 -6.38944472E-01
 5.96689736E-02  8.71569277E-03  1.75839585E-02  2.24277002E-01 -1.75488335E+00 -6.49215257E-01
 6.03394115E-02  8.71569277E-03  1.72700631E-02  2.19071509E-01 -1.76270608E+00 -6.59414100E-01
 6.10098494E-02  8.71569277E-03  1.69635885E-02  2.14022176E-01 -1.77048227E+00 -6.69541225E-01
 6.16802873E-02  8.71569277E-03  1.66643484E-02  2.09123638E-01 -1.77821166E+00 -6.79596874E-01
 6.23507252E-02  8.71569277E-03  1.63721559E-02  2.04370671E-01 -1.78589413E+00 -6.89581429E-01
 6.30211631E-02  8.71569277E-03  1.60868297E-02  1.99758266E-01 -1.79352954E+00 -6.99495241E-01
 6.36916010E-02  8.71569277E-03  1.58081908E-02  1.95281575E-01 -1.80111783E+00 -7.09338732E-01
 6.43620389E-02  8.71569277E-03  1.55360650E-02  1.90935939E-01 -1.80865897E+00 -7.19112318E-01
 6.50324768E-02  8.71569277E-03  1.52702814E-02  1.86716869E-01 -1.81615296E+00 -7.28816445E-01
 6.57029147E-02  8.71569277E-03  1.50106711E-02  1.82620008E-01 -1.82359989E+00 -7.38451643E-01
 6.63733526E-02  8.71569277E-03  1.47570709E-02  1.78641188E-01 -1.83099984E+00 -7.48018401E-01
 6.70437905E-02  8.71569277E-03  1.45093217E-02  1.74776392E-01 -1.83835289E+00 -7.57517230E-01
 6.77142285E-02  8.71569277E-03  1.42672668E-02  1.71021739E-01 -1.84565922E+00 -7.66948682E-01
 6.83846664E-02  8.71569277E-03  1.40307540E-02  1.67373491E-01 -1.85291899E+00 -7.76313326E-01
 6.90551043E-02  8.71569277E-03  1.37996344E-02  1.63828049E-01 -1.86013242E+00 -7.85611742E-01
 6.97255422E-02  8.71569277E-03  1.35737642E-02  1.60381958E-01 -1.86729970E+00 -7.94844490E-01
 7.03959801E-02  8.71569277E-03  1.33530034E-02  1.57031890E-01 -1.87442104E+00 -8.04012142E-01
 7.10664180E-02  8.71569277E-03  1.31372138E-02  1.53774623E-01 -1.88149673E+00 -8.13115330E-01
 7.17368559E-02  8.71569277E-03  1.29262628E-02  1.50607071E-01 -1.88852702E+00 -8.22154639E-01
 7.24072938E-02  8.71569277E-03  1.27200197E-02  1.47526246E-01 -1.89551222E+00 -8.31130710E-01
 7.30777317E-02  8.71569277E-03  1.25183598E-02  1.44529298E-01 -1.90245257E+00 -8.40044108E-01
 7.37481696E-02  8.71569277E-03  1.23211604E-02  1.41613464E-01 -1.90934839E+00 -8.48895455E-01
 7.44186075E-02  8.71569277E-03  1.21283015E-02  1.38776075E-01 -1.91620001E+00 -8.57685400E-01
 7.50890454E-02  8.71569277E-03  1.19396687E-02  1.36014587E-01 -1.92300773E+00 -8.66414514E-01
 7.57594833E-02  8.71569277E-03  1.17551485E-02  1.33326524E-01 -1.92977188E+00 -8.75083445E-01
 7.64299212E-02  8.71569277E-03  1.15746316E-02  1.30709509E-01 -1.93649282E+00 -8.83692816E-01
 7.71003591E-02  8.71569277E-03  1.13980125E-02  1.28161263E-01 -1.94317087E+00 -8.92243221E-01
 7.77707970E-02  8.71569277E-03  1.12251887E-02  1.25679587E-01 -1.94980635E+00 -9.00735255E-01
 7.84412349E-02  8.71569277E-03  1.10560586E-02  1.23262342E-01 -1.95639967E+00 -9.09169583E-01
 7.91116728E-02  8.71569277E-03  1.08905264E-02  1.20907497E-01 -1.96295113E+00 -9.17546769E-01
 7.97821107E-02  8.71569277E-03  1.07284968E-02  1.18613072E-01 -1.96946112E+00 -9.25867448E-01
 8.04525487E-02  8.71569277E-03  1.05698789E-02  1.16377172E-01 -1.97592999E+00 -9.34132199E-01
 8.11229866E-02  8.71569277E-03  1.04145837E-02  1.14197967E-01 -1.98235809E+00 -9.42341627E-01
 8.17934245E-02  8.71569277E-03  1.02625241E-02  1.12073684E-01 -1.98874581E+00 -9.50496350E-01
 8.24638624E-02  8.71569277E-03  1.01136181E-02  1.10002640E-01 -1.99509345E+00 -9.58596892E-01
