ZONE T = " 0.00000E+00", I=  129, J=  256
 2.81583920E-02  6.70437905E-03  4.61351834E-02  8.49329087E-01 -1.33596775E+00 -7.09240025E-02
 2.88288299E-02  6.70437905E-03  4.54721862E-02  8.27843224E-01 -1.34225417E+00 -8.20519018E-02
 2.94992678E-02  6.70437905E-03  4.47733563E-02  8.06269870E-01 -1.34898035E+00 -9.35195691E-02
 3.01697057E-02  6.70437905E-03  4.40461751E-02  7.84736206E-01 -1.35609180E+00 -1.05276309E-01
 3.08401437E-02  6.70437905E-03  4.32971871E-02  7.63347816E-01 -1.36354032E+00 -1.17277533E-01
 3.15105816E-02  6.70437905E-03  4.25321071E-02  7.42191778E-01 -1.37128310E+00 -1.29483861E-01
 3.21810195E-02  6.70437905E-03  4.17558980E-02  7.21339037E-01 -1.37928217E+00 -1.41860564E-01
 3.28514574E-02  6.70437905E-03  4.09728586E-02  7.00846753E-01 -1.38750374E+00 -1.54376935E-01
 3.35218953E-02  6.70437905E-03  4.01866923E-02  6.80760185E-01 -1.39591774E+00 -1.67005852E-01
 3.41923332E-02  6.70437905E-03  3.94005882E-02  6.61114653E-01 -1.40449729E+00 -1.79723217E-01
 3.48627711E-02  6.70437905E-03  3.86172636E-02  6.41936718E-01 -1.41321850E+00 -1.92507783E-01
 3.55332090E-02  6.70437905E-03  3.78390296E-02  6.23245689E-01 -1.42206001E+00 -2.05340717E-01
 3.62036469E-02  6.70437905E-03  3.70678430E-02  6.05054790E-01 -1.43100269E+00 -2.18205296E-01
 3.68740848E-02  6.70437905E-03  3.63053448E-02  5.87372059E-01 -1.44002943E+00 -2.31086717E-01
 3.75445227E-02  6.70437905E-03  3.55529019E-02  5.70201229E-01 -1.44912495E+00 -2.43971851E-01
 3.82149606E-02  6.70437905E-03  3.48116394E-02  5.53542427E-01 -1.45827552E+00 -2.56849087E-01
 3.88853985E-02  6.70437905E-03  3.40824720E-02  5.37392795E-01 -1.46746891E+00 -2.69708161E-01
 3.95558364E-02  6.70437905E-03  3.33661365E-02  5.21747126E-01 -1.47669408E+00 -2.82539935E-01
 4.02262743E-02  6.70437905E-03  3.26632098E-02  5.06598212E-01 -1.48594114E+00 -2.95336347E-01
 4.08967122E-02  6.70437905E-03  3.19741285E-02  4.91937216E-01 -1.49520128E+00 -3.08090321E-01
 4.15671501E-02  6.70437905E-03  3.12992130E-02  4.77754091E-01 -1.50446658E+00 -3.20795586E-01
 4.22375880E-02  6.70437905E-03  3.06386836E-02  4.64037847E-01 -1.51372990E+00 -3.33446597E-01
 4.29080259E-02  6.70437905E-03  2.99926697E-02  4.50776718E-01 -1.52298488E+00 -3.46038522E-01
 4.35784639E-02  6.70437905E-03  2.93612270E-02  4.37958436E-01 -1.53222580E+00 -3.58567104E-01
 4.42489018E-02  6.70437905E-03  2.87443460E-02  4.25570347E-01 -1.54144757E+00 -3.71028640E-01
 4.49193397E-02  6.70437905E-03  2.81419627E-02  4.13599583E-01 -1.55064562E+00 -3.83419908E-01
 4.55897776E-02  6.70437905E-03  2.75539692E-02  4.02033201E-01 -1.55981583E+00 -3.95738080E-01
 4.62602155E-02  6.70437905E-03  2.69802154E-02  3.90858203E-01 -1.56895459E+00 -4.07980769E-01
 4.69306534E-02  6.70437905E-03  2.64205198E-02  3.80061677E-01 -1.57805864E+00 -4.20145920E-01
 4.76010913E-02  6.70437905E-03  2.58746748E-02  3.69630860E-01 -1.58712510E+00 -4.32231778E-01
 4.82715292E-02  6.70437905E-03  2.53424509E-02  3.59553181E-01 -1.59615139E+00 -4.44236865E-01
 4.89419671E-02  6.70437905E-03  2.48236010E-02  3.49816303E-01 -1.60513522E+00 -4.56159954E-01
 4.96124050E-02  6.70437905E-03  2.43178618E-02  3.40408126E-01 -1.61407461E+00 -4.68000082E-01
 5.02828429E-02  6.70437905E-03  2.38249635E-02  3.31316905E-01 -1.62296776E+00 -4.79756405E-01
 5.09532808E-02  6.70437905E-03  2.33446240E-02  3.22531146E-01 -1.63181312E+00 -4.91428340E-01
 5.16237187E-02  6.70437905E-03  2.28765574E-02  3.14039713E-01 -1.64060933E+00 -5.03015429E-01
 5.22941566E-02  6.70437905E-03  2.24204702E-02  3.05831750E-01 -1.64935528E+00 -5.14517430E-01
 5.29645945E-02  6.70437905E-03  2.19760751E-02  2.97896854E-01 -1.65804987E+00 -5.25934083E-01
 5.36350324E-02  6.70437905E-03  2.15430763E-02  2.90224856E-01 -1.66669228E+00 -5.37265396E-01
 5.43054703E-02  6.70437905E-03  2.11211827E-02  2.82805986E-01 -1.67528177E+00 -5.48511402E-01
 5.49759082E-02  6.70437905E-03  2.07101032E-02  2.75630792E-01 -1.68381774E+00 -5.59672268E-01
 5.56463462E-02  6.70437905E-03  2.03095514E-02  2.68690180E-01 -1.69229967E+00 -5.70748205E-01
 5.63167841E-02  6.70437905E-03  1.99192443E-02  2.61975392E-01 -1.70072714E+00 -5.81739501E-01
 5.69872220E-02  6.70437905E-03  1.95388997E-02  2.55477948E-01 -1.70909990E+00 -5.92646580E-01
 5.76576599E-02  6.70437905E-03  1.91682450E-02  2.49189754E-01 -1.71741765E+00 -6.03469818E-01
 5.83280978E-02  6.70437905E-03  1.88070081E-02  2.43102962E-01 -1.72568029E+00 -6.14209749E-01
 5.89985357E-02  6.70437905E-03  1.84549252E-02  2.37210067E-01 -1.73388771E+00 -6.24866883E-01
 5.96689736E-02  6.70437905E-03  1.81117383E-02  2.31503856E-01 -1.74203987E+00 -6.35441771E-01
 6.03394115E-02  6.70437905E-03  1.77771937E-02  2.25977378E-01 -1.75013680E+00 -6.45935035E-01
 6.10098494E-02  6.70437905E-03  1.74510426E-02  2.20623943E-01 -1.75817862E+00 -6.56347357E-01
 6.16802873E-02  6.70437905E-03  1.71330463E-02  2.15437176E-01 -1.76616541E+00 -6.66679352E-01
 6.23507252E-02  6.70437905E-03  1.68229696E-02  2.10410921E-01 -1.77409734E+00 -6.76931722E-01
 6.30211631E-02  6.70437905E-03  1.65205822E-02  2.05539256E-01 -1.78197465E+00 -6.87105219E-01
 6.36916010E-02  6.70437905E-03  1.62256639E-02  2.00816540E-01 -1.78979752E+00 -6.97200520E-01
 6.43620389E-02  6.70437905E-03  1.59379980E-02  1.96237328E-01 -1.79756623E+00 -7.07218378E-01
 6.50324768E-02  6.70437905E-03  1.56573731E-02  1.91796382E-01 -1.80528110E+00 -7.17159589E-01
 6.57029147E-02  6.70437905E-03  1.53835858E-02  1.87488702E-01 -1.81294242E+00 -7.27024897E-01
 6.63733526E-02  6.70437905E-03  1.51164387E-02  1.83309489E-01 -1.82055051E+00 -7.36815054E-01
 6.70437905E-02  6.70437905E-03  1.48557383E-02  1.79254109E-01 -1.82810576E+00 -7.46530879E-01
 6.77142285E-02  6.70437905E-03  1.46012988E-02  1.75318144E-01 -1.83560851E+00 -7.56173135E-01
 6.83846664E-02  6.70437905E-03  1.43529380E-02  1.71497327E-01 -1.84305919E+00 -7.65742645E-01
 6.90551043E-02  6.70437905E-03  1.41104823E-02  1.67787596E-01 -1.85045814E+00 -7.75240148E-01
 6.97255422E-02  6.70437905E-03  1.38737603E-02  1.64185020E-01 -1.85780581E+00 -7.84666470E-01
 7.03959801E-02  6.70437905E-03  1.36426080E-02  1.60685845E-01 -1.86510260E+00 -7.94022380E-01
 7.10664180E-02  6.70437905E-03  1.34168655E-02  1.57286457E-01 -1.87234893E+00 -8.03308670E-01
 7.17368559E-02  6.70437905E-03  1.31963769E-02  1.53983377E-01 -1.87954529E+00 -8.12526161E-01
 7.24072938E-02  6.70437905E-03  1.29809939E-02  1.50773291E-01 -1.88669206E+00 -8.21675586E-01
 7.30777317E-02  6.70437905E-03  1.27705694E-02  1.47652981E-01 -1.89378974E+00 -8.30757782E-01
 7.37481696E-02  6.70437905E-03  1.25649643E-02  1.44619390E-01 -1.90083874E+00 -8.39773474E-01
 7.44186075E-02  6.70437905E-03  1.23640422E-02  1.41669566E-01 -1.90783952E+00 -8.48723437E-01
 7.50890454E-02  6.70437905E-03  1.21676703E-02  1.38800661E-01 -1.91479257E+00 -8.57608465E-01
 7.57594833E-02  6.70437905E-03  1.19757214E-02  1.36009958E-01 -1.92169832E+00 -8.66429292E-01
 7.64299212E-02  6.70437905E-03  1.17880717E-02  1.33294836E-01 -1.92855723E+00 -8.75186675E-01
 7.71003591E-02  6.70437905E-03  1.16046019E-02  1.30652783E-01 -1.93536975E+00 -8.83881335E-01
 7.77707970E-02  6.70437905E-03  1.14251945E-02  1.28081361E-01 -1.94213640E+00 -8.92514065E-01
 7.84412349E-02  6.70437905E-03  1.12497384E-02  1.25578258E-01 -1.94885758E+00 -9.01085546E-01
 7.91116728E-02  6.70437905E-03  1.10781240E-02  1.23141226E-01 -1.95553378E+00 -9.09596528E-01
 7.97821107E-02  6.70437905E-03  1.09102459E-02  1.20768110E-01 -1.96216546E+00 -9.18047731E-01
 8.04525487E-02  6.70437905E-03  1.07460032E-02  1.18456852E-01 -1.96875303E+00 -9.26439812E-01
 8.11229866E-02  6.70437905E-03  1.05852956E-02  1.16205445E-01 -1.97529701E+00 -9.34773523E-01
 8.17934245E-02  6.70437905E-03  1.04280279E-02  1.14011975E-01 -1.98179781E+00 -9.43049532E-01
 8.24638624E-02  6.70437905E-03  1.02741074E-02  1.11874595E-01 -1.98825590E+00 -9.51268524E-01
 8.31343003E-02  6.70437905E-03  1.01234440E-02  1.09791527E-01 -1.99467172E+00 -9.59431173E-01
 8.38047382E-02  6.70437905E-03  9.97595064E-03  1.07761059E-01 -2.00104571E+00 -9.67538149E-01
 8.44751761E-02  6.70437905E-03  9.83154296E-03  1.05781542E-01 -2.00737832E+00 -9.75590108E-01
 8.51456140E-02  6.70437905E-03  9.69013968E-03  1.03851392E-01 -2.01366996E+00 -9.83587679E-01
 8.58160519E-02  6.70437905E-03  2.14683864E-18  8.63201140E-18 -1.56535598E+01 -1.56535598E+01
 0.00000000E+00  7.37481696E-03  1.25231560E-18  8.15924974E-18 -1.56535598E+01 -1.56535598E+01
 6.70437905E-04  7.37481696E-03  2.31980784E-18  1.76784083E-17 -1.56535598E+01 -1.56535598E+01
 1.34087581E-03  7.37481696E-03  5.35914799E-18  1.66476262E-16 -1.56535598E+01 -1.56535598E+01
 2.01131372E-03  7.37481696E-03  7.46220008E-18  7.68237085E-17 -1.56535598E+01 -1.56535598E+01
 2.68175162E-03  7.37481696E-03  4.62912028E-18  4.72007266E-17 -1.56535598E+01 -1.56535598E+01
 3.35218953E-03  7.37481696E-03  3.53122866E-18  2.48858307E-16 -1.56535598E+01 -1.56040479E+01
 4.02262743E-03  7.37481696E-03  4.09043338E-18  2.07633704E-16 -1.56535598E+01 -1.56535598E+01
 4.69306534E-03  7.37481696E-03  3.99718707E-18  8.66088898E-17 -1.56535598E+01 -1.56535598E+01
 5.36350324E-03  7.37481696E-03  6.52053892E-19  4.21263593E-17 -1.56535598E+01 -1.56535598E+01
 6.03394115E-03  7.37481696E-03  3.23011906E-18  2.18013964E-16 -1.56535598E+01 -1.56535598E+01
 6.70437905E-03  7.37481696E-03  5.78110329E-18  1.33288095E-16 -1.56535598E+01 -1.56535598E+01
 7.37481696E-03  7.37481696E-03  7.38906653E-18  4.20648806E-17 -1.56535598E+01 -1.56535598E+01
 8.04525487E-03  7.37481696E-03  1.23992988E-17  7.77425605E-17 -1.56535598E+01 -1.56535598E+01
 8.71569277E-03  7.37481696E-03  1.45875205E-17  6.77778419E-17 -1.56535598E+01 -1.56535598E+01
 9.38613068E-03  7.37481696E-03  1.74408204E-03  4.99985394E-02 -2.75843309E+00 -1.30104268E+00
 1.00565686E-02  7.37481696E-03  4.10183771E-03  1.15044185E-01 -2.38702153E+00 -9.39135328E-01
 1.07270065E-02  7.37481696E-03  6.90780304E-03  1.89631217E-01 -2.16066005E+00 -7.22090168E-01
 1.13974444E-02  7.37481696E-03  1.00622895E-02  2.70493023E-01 -1.99730319E+00 -5.67843933E-01
 1.20678823E-02  7.37481696E-03  1.34513687E-02  3.54267815E-01 -1.87123352E+00 -4.50668301E-01
 1.27383202E-02  7.37481696E-03  1.69596120E-02  4.37833893E-01 -1.77058409E+00 -3.58690623E-01
 1.34087581E-02  7.37481696E-03  2.04797591E-02  5.18526118E-01 -1.68867516E+00 -2.85229364E-01
 1.40791960E-02  7.37481696E-03  2.39189471E-02  5.94241807E-01 -1.62125794E+00 -2.26036797E-01
 1.47496339E-02  7.37481696E-03  2.72018238E-02  6.63459479E-01 -1.56540198E+00 -1.78185597E-01
 1.54200718E-02  7.37481696E-03  3.02712455E-02  7.25198963E-01 -1.51896971E+00 -1.39542825E-01
 1.60905097E-02  7.37481696E-03  3.30872927E-02  7.78947634E-01 -1.48033877E+00 -1.08491738E-01
 1.67609476E-02  7.37481696E-03  3.56252942E-02  8.24572745E-01 -1.44824154E+00 -8.37710244E-02
 1.74313855E-02  7.37481696E-03  3.78733946E-02  8.62233466E-01 -1.42166577E+00 -6.43751247E-02
 1.81018234E-02  7.37481696E-03  3.98300018E-02  8.92299846E-01 -1.39978967E+00 -4.94891820E-02
 1.87722614E-02  7.37481696E-03  4.15014024E-02  9.15283959E-01 -1.38193723E+00 -3.84441487E-02
 1.94426993E-02  7.37481696E-03  4.28996286E-02  9.31783440E-01 -1.36754647E+00 -3.06850123E-02
 2.01131372E-02  7.37481696E-03  4.40406541E-02  9.42437479E-01 -1.35614624E+00 -2.57474512E-02
 2.07835751E-02  7.37481696E-03  4.49429311E-02  9.47894059E-01 -1.34733861E+00 -2.32401989E-02
 2.14540130E-02  7.37481696E-03  4.56262329E-02  9.48786430E-01 -1.34078539E+00 -2.28315353E-02
 2.21244509E-02  7.37481696E-03  4.61107635E-02  9.45716997E-01 -1.33619769E+00 -2.42388055E-02
 2.27948888E-02  7.37481696E-03  4.64165182E-02  9.39247525E-01 -1.33332744E+00 -2.72199407E-02
 2.34653267E-02  7.37481696E-03  4.65627976E-02  9.29893099E-01 -1.33196093E+00 -3.15669753E-02
 2.41357646E-02  7.37481696E-03  4.65679229E-02  9.18120380E-01 -1.33191313E+00 -3.71003722E-02
 2.48062025E-02  7.37481696E-03  4.64490180E-02  9.04347190E-01 -1.33302346E+00 -4.36648067E-02
 2.54766404E-02  7.37481696E-03  4.62219205E-02  8.88944454E-01 -1.33515201E+00 -5.11253754E-02
 2.61470783E-02  7.37481696E-03  4.59011320E-02  8.72238658E-01 -1.33817660E+00 -5.93646690E-02
 2.68175162E-02  7.37481696E-03  4.54998256E-02  8.54515093E-01 -1.34199027E+00 -6.82802620E-02
 2.74879541E-02  7.37481696E-03  4.50298984E-02  8.36021592E-01 -1.34649903E+00 -7.77825060E-02
 2.81583920E-02  7.37481696E-03  4.45020254E-02  8.16971981E-01 -1.35162022E+00 -8.77928376E-02
 2.88288299E-02  7.37481696E-03  4.39257363E-02  7.97549628E-01 -1.35728095E+00 -9.82422833E-02
 2.94992678E-02  7.37481696E-03  4.33095022E-02  7.77910875E-01 -1.36341681E+00 -1.09070157E-01
 3.01697057E-02  7.37481696E-03  4.26608193E-02  7.58188138E-01 -1.36997081E+00 -1.20223015E-01
 3.08401437E-02  7.37481696E-03  4.19863035E-02  7.38492975E-01 -1.37689236E+00 -1.31653632E-01
 3.15105816E-02  7.37481696E-03  4.12917618E-02  7.18918495E-01 -1.38413659E+00 -1.43320343E-01
 3.21810195E-02  7.37481696E-03  4.05822830E-02  6.99541950E-01 -1.39166352E+00 -1.55186237E-01
 3.28514574E-02  7.37481696E-03  3.98623007E-02  6.80426648E-01 -1.39943764E+00 -1.67218686E-01
 3.35218953E-02  7.37481696E-03  3.91356732E-02  6.61624040E-01 -1.40742719E+00 -1.79388723E-01
 3.41923332E-02  7.37481696E-03  3.84057435E-02  6.43175318E-01 -1.41560382E+00 -1.91670630E-01
 3.48627711E-02  7.37481696E-03  3.76753868E-02  6.25112711E-01 -1.42394228E+00 -2.04041670E-01
 3.55332090E-02  7.37481696E-03  3.69470830E-02  6.07461103E-01 -1.43241984E+00 -2.16481526E-01
 3.62036469E-02  7.37481696E-03  3.62229437E-02  5.90238815E-01 -1.44101626E+00 -2.28972234E-01
 3.68740848E-02  7.37481696E-03  3.55047690E-02  5.73458818E-01 -1.44971331E+00 -2.41497765E-01
 3.75445227E-02  7.37481696E-03  3.47940739E-02  5.57129385E-01 -1.45849472E+00 -2.54043935E-01
 3.82149606E-02  7.37481696E-03  3.40921353E-02  5.41255038E-01 -1.46734580E+00 -2.66598048E-01
 3.88853985E-02  7.37481696E-03  3.34000072E-02  5.25836935E-01 -1.47625344E+00 -2.79148912E-01
 3.95558364E-02  7.37481696E-03  3.27185598E-02  5.10873618E-01 -1.48520582E+00 -2.91686525E-01
 4.02262743E-02  7.37481696E-03  3.20484993E-02  4.96361404E-01 -1.49419230E+00 -3.04201996E-01
 4.08967122E-02  7.37481696E-03  3.13903865E-02  4.82294763E-01 -1.50320334E+00 -3.16687454E-01
 4.15671501E-02  7.37481696E-03  3.07446543E-02  4.68666638E-01 -1.51223039E+00 -3.29135961E-01
 4.22375880E-02  7.37481696E-03  3.01116327E-02  4.55468872E-01 -1.52126570E+00 -3.41541299E-01
 4.29080259E-02  7.37481696E-03  2.94915545E-02  4.42692321E-01 -1.53030233E+00 -3.53898011E-01
 4.35784639E-02  7.37481696E-03  2.88845716E-02  4.30327126E-01 -1.53933407E+00 -3.66201277E-01
 4.42489018E-02  7.37481696E-03  2.82907644E-02  4.18362868E-01 -1.54835532E+00 -3.78446868E-01
 4.49193397E-02  7.37481696E-03  2.77101573E-02  4.06788797E-01 -1.55736101E+00 -3.90631016E-01
 4.55897776E-02  7.37481696E-03  2.71427171E-02  3.95593812E-01 -1.56634668E+00 -4.02750511E-01
 4.62602155E-02  7.37481696E-03  2.65883730E-02  3.84766757E-01 -1.57530824E+00 -4.14802457E-01
 4.69306534E-02  7.37481696E-03  2.60470140E-02  3.74296366E-01 -1.58424206E+00 -4.26784389E-01
 4.76010913E-02  7.37481696E-03  2.55184977E-02  3.64171392E-01 -1.59314490E+00 -4.38694174E-01
 4.82715292E-02  7.37481696E-03  2.50026559E-02  3.54380667E-01 -1.60201386E+00 -4.50529979E-01
 4.89419671E-02  7.37481696E-03  2.44992966E-02  3.44913120E-01 -1.61084638E+00 -4.62290286E-01
 4.96124050E-02  7.37481696E-03  2.40082169E-02  3.35757949E-01 -1.61964009E+00 -4.73973697E-01
 5.02828429E-02  7.37481696E-03  2.35291906E-02  3.26904429E-01 -1.62839301E+00 -4.85579195E-01
 5.09532808E-02  7.37481696E-03  2.30619866E-02  3.18342159E-01 -1.63710328E+00 -4.97105843E-01
 5.16237187E-02  7.37481696E-03  2.26063612E-02  3.10060928E-01 -1.64576934E+00 -5.08552958E-01
 5.22941566E-02  7.37481696E-03  2.21620660E-02  3.02050821E-01 -1.65438976E+00 -5.19919979E-01
 5.29645945E-02  7.37481696E-03  2.17288480E-02  2.94302200E-01 -1.66296330E+00 -5.31206491E-01
 5.36350324E-02  7.37481696E-03  2.13064494E-02  2.86805686E-01 -1.67148892E+00 -5.42412244E-01
 5.43054703E-02  7.37481696E-03  2.08946128E-02  2.79552212E-01 -1.67996567E+00 -5.53537067E-01
 5.49759082E-02  7.37481696E-03  2.04930803E-02  2.72533004E-01 -1.68839276E+00 -5.64580897E-01
 5.56463462E-02  7.37481696E-03  2.01015950E-02  2.65739576E-01 -1.69676948E+00 -5.75543762E-01
 5.63167841E-02  7.37481696E-03  1.97198981E-02  2.59163688E-01 -1.70509533E+00 -5.86425848E-01
 5.69872220E-02  7.37481696E-03  1.93477366E-02  2.52797432E-01 -1.71336983E+00 -5.97227342E-01
 5.76576599E-02  7.37481696E-03  1.89848607E-02  2.46633178E-01 -1.72159259E+00 -6.07948500E-01
 5.83280978E-02  7.37481696E-03  1.86310237E-02  2.40663572E-01 -1.72976328E+00 -6.18589642E-01
 5.89985357E-02  7.37481696E-03  1.82859805E-02  2.34881491E-01 -1.73788175E+00 -6.29151206E-01
 5.96689736E-02  7.37481696E-03  1.79494929E-02  2.29280115E-01 -1.74594782E+00 -6.39633609E-01
 6.03394115E-02  7.37481696E-03  1.76213288E-02  2.23852896E-01 -1.75396134E+00 -6.50037283E-01
 6.10098494E-02  7.37481696E-03  1.73012556E-02  2.18593465E-01 -1.76192238E+00 -6.60362825E-01
 6.16802873E-02  7.37481696E-03  1.69890496E-02  2.13495750E-01 -1.76983092E+00 -6.70610767E-01
 6.23507252E-02  7.37481696E-03  1.66844938E-02  2.08553921E-01 -1.77768696E+00 -6.80781640E-01
 6.30211631E-02  7.37481696E-03  1.63873713E-02  2.03762318E-01 -1.78549071E+00 -6.90876127E-01
 6.36916010E-02  7.37481696E-03  1.60974754E-02  1.99115557E-01 -1.79324223E+00 -7.00894807E-01
 6.43620389E-02  7.37481696E-03  1.58146023E-02  1.94608434E-01 -1.80094173E+00 -7.10838342E-01
 6.50324768E-02  7.37481696E-03  1.55385537E-02  1.90235950E-01 -1.80858941E+00 -7.20707408E-01
 6.57029147E-02  7.37481696E-03  1.52691367E-02  1.85993302E-01 -1.81618552E+00 -7.30502696E-01
 6.63733526E-02  7.37481696E-03  1.50061645E-02  1.81875885E-01 -1.82373030E+00 -7.40224880E-01
 6.70437905E-02  7.37481696E-03  1.47494546E-02  1.77879266E-01 -1.83122404E+00 -7.49874672E-01
 6.77142285E-02  7.37481696E-03  1.44988297E-02  1.73999183E-01 -1.83866705E+00 -7.59452791E-01
 6.83846664E-02  7.37481696E-03  1.42541186E-02  1.70231554E-01 -1.84605963E+00 -7.68959936E-01
 6.90551043E-02  7.37481696E-03  1.40151530E-02  1.66572435E-01 -1.85340216E+00 -7.78396864E-01
 6.97255422E-02  7.37481696E-03  1.37817725E-02  1.63018069E-01 -1.86069492E+00 -7.87764255E-01
 7.03959801E-02  7.37481696E-03  1.35538176E-02  1.59564803E-01 -1.86793836E+00 -7.97062899E-01
 7.10664180E-02  7.37481696E-03  1.33311374E-02  1.56209169E-01 -1.87513279E+00 -8.06293477E-01
 7.17368559E-02  7.37481696E-03  1.31135836E-02  1.52947813E-01 -1.88227861E+00 -8.15456727E-01
 7.24072938E-02  7.37481696E-03  1.29010123E-02  1.49777513E-01 -1.88937621E+00 -8.24553385E-01
 7.30777317E-02  7.37481696E-03  1.26932833E-02  1.46695161E-01 -1.89642603E+00 -8.33584210E-01
 7.37481696E-02  7.37481696E-03  1.24902630E-02  1.43697800E-01 -1.90342842E+00 -8.42549881E-01
 7.44186075E-02  7.37481696E-03  1.22918195E-02  1.40782557E-01 -1.91038383E+00 -8.51451151E-01
 7.50890454E-02  7.37481696E-03  1.20978266E-02  1.37946689E-01 -1.91729264E+00 -8.60288718E-01
 7.57594833E-02  7.37481696E-03  1.19081605E-02  1.35187542E-01 -1.92415532E+00 -8.69063328E-01
 7.64299212E-02  7.37481696E-03  1.17227030E-02  1.32502587E-01 -1.93097224E+00 -8.77775643E-01
 7.71003591E-02  7.37481696E-03  1.15413372E-02  1.29889359E-01 -1.93774387E+00 -8.86426425E-01
 7.77707970E-02  7.37481696E-03  1.13639524E-02  1.27345521E-01 -1.94447059E+00 -8.95016325E-01
 7.84412349E-02  7.37481696E-03  1.11904391E-02  1.24868799E-01 -1.95115287E+00 -9.03546067E-01
 7.91116728E-02  7.37481696E-03  1.10206921E-02  1.22457012E-01 -1.95779113E+00 -9.12016341E-01
 7.97821107E-02  7.37481696E-03  1.08546100E-02  1.20108071E-01 -1.96438577E+00 -9.20427808E-01
 8.04525487E-02  7.37481696E-03  1.06920939E-02  1.17819956E-01 -1.97093724E+00 -9.28781146E-01
 8.11229866E-02  7.37481696E-03  1.05330477E-02  1.15590722E-01 -1.97744595E+00 -9.37077024E-01
 8.17934245E-02  7.37481696E-03  1.03773788E-02  1.13418498E-01 -1.98391233E+00 -9.45316108E-01
 8.24638624E-02  7.37481696E-03  1.02249969E-02  1.11301482E-01 -1.99033682E+00 -9.53499054E-01
 8.31343003E-02  7.37481696E-03  1.00758148E-02  1.09237937E-01 -1.99671983E+00 -9.61626510E-01
 8.38047382E-02  7.37481696E-03  9.92974837E-03  1.07226197E-01 -2.00306176E+00 -9.69699095E-01
 8.44751761E-02  7.37481696E-03  9.78671511E-03  1.05264646E-01 -2.00936305E+00 -9.77717467E-01
 8.51456140E-02  7.37481696E-03  9.64663546E-03  1.03351730E-01 -2.01562413E+00 -9.85682251E-01
 8.58160519E-02  7.37481696E-03  1.17637979E-18  2.90436950E-17 -1.56535598E+01 -1.56535598E+01
 0.00000000E+00  8.04525487E-03  4.44046253E-19  3.76386828E-18 -1.56535598E+01 -1.56535598E+01
 6.70437905E-04  8.04525487E-03  3.85631956E-18  4.45063421E-17 -1.56535598E+01 -1.56535598E+01
 1.34087581E-03  8.04525487E-03  8.30496937E-18  9.87275477E-17 -1.56535598E+01 -1.56535598E+01
 2.01131372E-03  8.04525487E-03  5.44728025E-18  2.03868052E-16 -1.56535598E+01 -1.56535598E+01
 2.68175162E-03  8.04525487E-03  8.90886854E-18  9.45283596E-17 -1.56535598E+01 -1.56535598E+01
 3.35218953E-03  8.04525487E-03  1.20767121E-18  8.16002510E-17 -1.56535598E+01 -1.56535598E+01
 4.02262743E-03  8.04525487E-03  5.99577042E-18  6.02189360E-17 -1.56535598E+01 -1.56535598E+01
 4.69306534E-03  8.04525487E-03  3.19714498E-18  5.45887612E-17 -1.56535598E+01 -1.56535598E+01
 5.36350324E-03  8.04525487E-03  4.62835205E-18  5.71669028E-17 -1.56535598E+01 -1.56535598E+01
 6.03394115E-03  8.04525487E-03  5.51776950E-18  1.45576032E-16 -1.56535598E+01 -1.56535598E+01
 6.70437905E-03  8.04525487E-03  3.97522657E-18  1.81467665E-16 -1.56535598E+01 -1.56535598E+01
 7.37481696E-03  8.04525487E-03  9.87146042E-18  7.86140572E-17 -1.56535598E+01 -1.56535598E+01
 8.04525487E-03  8.04525487E-03  4.31499347E-18  9.24418253E-17 -1.56535598E+01 -1.56535598E+01
 8.71569277E-03  8.04525487E-03  7.48141608E-18  8.16763680E-17 -1.56535598E+01 -1.56535598E+01
 9.38613068E-03  8.04525487E-03  8.69762960E-18  5.98111346E-18 -1.56535598E+01 -1.56535598E+01
 1.00565686E-02  8.04525487E-03  1.73539846E-03  4.78958450E-02 -2.76060079E+00 -1.31970216E+00
 1.07270065E-02  8.04525487E-03  4.40829283E-03  1.19236896E-01 -2.35572956E+00 -9.23589339E-01
 1.13974444E-02  8.04525487E-03  7.41640458E-03  1.96664813E-01 -2.12980659E+00 -7.06273337E-01
 1.20678823E-02  8.04525487E-03  1.06559382E-02  2.77131219E-01 -1.97240831E+00 -5.57314548E-01
 1.27383202E-02  8.04525487E-03  1.40215594E-02  3.57790410E-01 -1.85320368E+00 -4.46371304E-01
 1.34087581E-02  8.04525487E-03  1.74146364E-02  4.36184179E-01 -1.75908559E+00 -3.60330091E-01
 1.40791960E-02  8.04525487E-03  2.07487230E-02  5.10337675E-01 -1.68300863E+00 -2.92142369E-01
 1.47496339E-02  8.04525487E-03  2.39524826E-02  5.78783107E-01 -1.62064947E+00 -2.37484153E-01
 1.54200718E-02  8.04525487E-03  2.69705561E-02  6.40532778E-01 -1.56911010E+00 -1.93458641E-01
 1.60905097E-02  8.04525487E-03  2.97629698E-02  6.95021698E-01 -1.52632374E+00 -1.58001637E-01
 1.67609476E-02  8.04525487E-03  3.23036125E-02  7.42035581E-01 -1.49074891E+00 -1.29575269E-01
 1.74313855E-02  8.04525487E-03  3.45782474E-02  7.81636330E-01 -1.46119702E+00 -1.06995263E-01
 1.81018234E-02  8.04525487E-03  3.65823540E-02  8.14091668E-01 -1.43672835E+00 -8.93266899E-02
 1.87722614E-02  8.04525487E-03  3.83190434E-02  8.39813570E-01 -1.41658534E+00 -7.58171123E-02
